,Artist,Song,lyrics
10,Rita Ora,Anywhere,-1
11,CNCO;Little Mix,Reggaetón Lento (Remix) [CNCO & Little Mix],-1
12,Tove Styrke,Mistakes,-1
13,Craig David,Heartline,-1
14,Jocelyn Alice;Galloway,Feels Right - Galloway Remix,-1
15,R3HAB;Rynn,Talking to You,-1
16,Dagny;Cheat Codes;CADE,Wearing Nothing - Cheat Codes X CADE Remix,-1
17,Selena Gomez;Marshmello,Wolves,"In your eyes, there's a heavy blue
One to love, and one to lose
Sweet divine, a heavy truth
Water or wine, don't make me choose

I wanna feel the way that we did that summer night, night
Drunk on a feeling, alone with the stars in the sky

I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah, all for you
I've been running through the jungle
I've been crying with the wolves
To get to you, to get to you, to get to you

To get to you
To get to you

Your fingertips trace my skin
To places I have never been
Blindly, I am following
Break down these walls and come on in

I wanna feel the way that we did that summer night, night
Drunk on a feeling, alone with the stars in the sky

I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah, all for you
I've been running through the jungle
I've been crying with the wolves
To get to you, to get to you, to get to you

To get to you
To get to you

I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah, all for you
I've been running through the jungle
I've been crying with the wolves
To get to you, to get to you, to get to you"
18,Lila;Rat City,Don't Let Go,-1
19,Matoma;Faith Evans;The Notorious B.I.G.;Snoop Dogg,Party On The West Coast (feat. Snoop Dogg),-1
20,Marshmello;Khalid,Silence,"Yeah, I'd rather be a lover than a fighter
'Cause all my life, I've been fighting
Never felt a feeling of comfort

All this time, I've been hiding
And I never had someone to call my own, oh nah
I'm so used to sharing
Love only left me alone
But I'm at one with the silence

Found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been silent for too long

I've been quiet for too long
I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long

I'm in need of a savior, but I'm not asking for favors
My whole life, I've felt like a burden
I think too much, and I hate it
I'm so used to being in the wrong, I'm tired of caring
Loving never gave me a home, so I'll sit here in the silence

I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been silent for too long

I've been quiet for too long
I've been quiet for too long
I found peace in your violence
Can't tell me there's no point in trying
I'm at one, and I've been quiet for too long"
21,LYSA,Beats And Battle Drums,-1
22,Alok;Mathieu Koss,Big Jet Plane,-1
23,Rhys,Last Dance,-1
24,Mike Perry;Imani Williams,Body to Body,-1
25,Lost Kings;Tinashe,Quit You,-1
26,Jane XØ;LöKii,Let Me Down Easy,-1
27,Halsey,Now Or Never,"I don't wanna fight right now
Know you always right, now
Know I need you 'round with me
But nobody waitin' 'round with me
Been through the ups
Yeah the ups and the downs with me
Got a whole lot of love
But you don't wanna spread it 'round with me, yeah

Never pick up, never call me
You know we're runnin' out of time
Never pick up when you want me
Now I gotta draw a line
Baby I done, done enough talking
Need to know that you're mine
Baby we done, done enough talking
Gotta be right now, right now

Baby gon' love me now, now, now, now, now, now
Now or never, hey, hey, hey
I want you to hold me down, down, down, down, down, down
Down forever, hey, hey, hey
Said you know I wanna keep you around
'Round forever, hey, hey, hey
I want you to love me now, now, now, now, now, now
Now or never

I'm turnin' off the light right now
I'm callin' it a night now
Wishin' you were 'round with me
But you're in a different town than me
We've been through it all
But you could never spit it out for me
Tryna talk to a wall
But you could never tear it down for me, yeah

Never pick up, never call me
You know we're runnin' out of time
Never pick up when you want me
Now I gotta draw a line
Baby I done, done enough talking
Need to know that you're mine
Baby we done, done enough talking
Gotta be right now, right now

Baby gon' love me now, now, now, now, now, now
Now or never, hey, hey, hey
I want you to hold me down, down, down, down, down, down
Down forever, hey, hey, hey
Said you know I wanna keep you around
'Round forever, hey, hey, hey
I want you to love me now, now, now, now, now, now
Now or never

Yeah, draw the line up
Don't take no more time up, yeah
Make your mind up
I need you to make your mind up, yeah
Draw the line up
Don't take no more time up, yeah
Baby you gotta decide something
Let me know

Baby gon' love me now, now, now, now, now, now
Now or never, hey, hey, hey
I want you to hold me down, down, down, down, down, down
Down forever, hey, hey, hey
Said you know I wanna keep you around
'Round forever, hey, hey, hey
I want you to love me now, now, now, now, now, now
Now or never"
28,Avicii;Vargas & Lagola,Friend Of Mine (feat. Vargas & Lagola),-1
29,Rita Ora,Your Song,"I woke up with a fear this morning
But I can taste you on the tip of my tongue
Alone without no warning
You're by my side and we've got smoke in our lungs

Last night we were way up, kissing in the back of the cab
And then you say ""love, baby, let's go back to my flat""
And when we wake up, never had a feeling like that
I got a reason so man, put that record on again

I don't want to hear sad songs anymore
I only want to hear love songs
I found my heart up in this place tonight
Don't want to sing mad songs anymore
Only want to sing your song
'Cause your song's got me feeling like I'm

I'm in love, I'm in love, I'm in love
Yeah, you know your song's got me feeling like that

No fear but I think I'm falling
I'm not proud
But I'm usually the type of girl that would hit and run
No risk so I think I'm all in
When I kiss your lips, through my heartbeat thumb

And now we're way up, dancing on the roof of the house
And then we make love, right there on your best friend's couch
And then you say ""love, this is what is all about""
So keep on kissing my mouth and put that record on again

I don't want to hear sad songs anymore
I only want to hear love songs
I found my heart up in this place tonight
Don't want to sing mad songs anymore
Only want to sing your song
'Cause your song's got me feeling like I'm

I'm in love, I'm in love, I'm in love
I'm in love, I'm in love, I'm in love
I'm in love, I'm in love, I'm in love
Yeah, you know your song's got me feeling like I'm

I don't want to hear sad songs anymore
I only want to hear love songs
I found my heart up in this place tonight
Don't want to sing mad songs anymore
Only want to sing your song
'Cause your song's got me feeling like I'm

I don't want to hear sad songs anymore
I only want to hear love songs
I found my heart up in this place tonight
Don't want to sing mad songs anymore
Only want to sing your song
'Cause your song's got me feeling like I'm

I'm in love, I'm in love, I'm in love
I'm in love, I'm in love, I'm in love
I'm in love, I'm in love, I'm in love
Yeah, you know your song's got me feeling like that"
30,Portugal. The Man,Feel It Still,"Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?

Ooh, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might be over now, but I feel it still
Ooh, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still

Got another mouth to feed
Leave her with a baby sitter, mama, call the grave digger
Gone with the fallen leaves
Am I coming out of left field?

Ooh, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Mighta had your fill, but you feel it still
Ooh, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still

We could fight a war for peace
(Ooh, I'm a rebel just for kicks, now)
Give in to that easy living
Goodbye to my hopes and dreams
Stop flipping for my enemies

We could wave until the walls come down
(Ooh, I'm a rebel just for kicks, now)
It's time to give a little tip
Kids in the middle, move over till it falls
Don't bother me

Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming back?

Ooh, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse, now
Might be over now, but I feel it still

Ooh, I'm a rebel just for kicks, now
I've been feeling it since 1966, now
Might be over now, but I feel it still
Ooh, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
Mighta had your fill, but you feel it still"
31,Alan Walker;Noah Cyrus;Digital Farm Animals,All Falls Down,-1
32,Alex Aiono,Question,"I used to hit you after midnight
You were over on the westside, westside
I was always on your best side
Giving you the best signs, best signs

Ever thought we did a red light
Then you had to switch sides, switch sides
Wait a minute girl, I think you're forgetting

We more than material
Will you handle my affection, my attention, oh
Now you out there on the streets as if we're blessings
Out there bakin', o-oh

And I tell you all the time
But you don't get it, you don't get it, no
So trying to hit my guilty conscious with a text
Like who you're texting, o-oh

Question

I thought I told you I don't mess with you no more these days, o-oh
I thought I told you I've been loving someone else these days, (days)
So you can't come back to me, o-oh
Once you leave girl then you leave
But then you can't come back to me

I thought I told you I've been loving someone else these days
I ain't playing if you say so
I was never unfaithful, faithful
Don't act up on your lame-fall
And try to call me on your way home, way home

You took your heart off the table, table
So who the one to blame for, blame for
Wait a minute girl, I think you're forgetting

We more than material
Will you handle my affection, my attention, oh
Now you out there on the streets as if we're blessings
Out there bakin', o-oh

And I tell you all the time
But you don't get it, you don't get it, no
So trying to hit my guilty conscious with a text
Like who you're texting, o-oh

Question
I thought I told you I don't mess with you no more these days, o-oh
I thought I told you I've been loving someone else these days, (days)
So you can't go back to me, o-oh
Once you leave girl then you leave o-oh yeah
Now then you can't come back to me
I thought I told you I've been loving someone else these days

Naw baby I ain't coming back
Don't you think I'm ever coming back
I've been good on my own, now
I found somebody I can trust now (found somebody)

So baby I ain't coming back
I made a change and I stuck to that
Feeling better on my own now
I'm doing better on my own
My own, my own, my own, yeah

I thought I told you I don't mess with you no more these days, o-oh
I thought I told you I've been loving someone else these days, (days)
So you can't go back to me, o-oh
Once you leave girl then you leave o-oh yeah
Now then you can't come back to me
I thought I told you I've been loving someone else these days"
33,Lost Kings;Ally Brooke;A$AP Ferg,Look At Us Now,-1
34,Future Duper;Emilie Adams,Didn't Feel A Thing (feat. Emilie Adams),-1
35,Coucheron;Matilda,Barely Floating (feat. Matilda),-1
36,Vigiland,Another Shot,-1
37,Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),"I've been hearing symphonies
Before all I heard was silence
A rhapsody for you and me
And every melody is timeless

Life was stringing me along
Then you came and you cut me loose
Was solo singing on my own
Now I can't find the key without you

And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth

I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?

I'm sorry if it's all too much
Every day you're here, I'm healing
And I was runnin' out of luck
I never thought I'd find this feeling

'Cause I've been hearing symphonies
Before all I heard was silence
A rhapsody for you and me
(A rhapsody for you and me)
And every melody is timeless

And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth

I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?

Ah, ah, ah, ah, ah, ah
Ah ah, ah
Ah, ah, ah, ah, ah, ah
Ah ah, ah

And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth
Oh, oh, oh

I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Symphony

Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?"
38,Sigala;Ella Eyre,Came Here for Love,-1
39,Kygo;Selena Gomez,It Ain't Me (with Selena Gomez),-1
40,Astrid S,Think Before I Talk,"I said I hate you, I was angry
I got so mad I slammed your door
You know I really love you, baby
I didn't mean to start a war
And I know there's a line but I crossed it
And I pray that it won't leave a scar
I said I hate you but I'm sorry
Sometimes I wish you'd cut me off

Maybe I should think before I talk
I get emotional and words come out all wrong
Sometimes I'm more honest than I want
So maybe I should think before
Maybe next time I'll think before I talk

I try my best to make it better (better)
I'm all out of apologies (apologies)
You know I'm not good under pressure (pressure)
Guess hurting you is hurting me
I took all that we've build and I broke it
And I pray it won't tear us apart
So let me please sit back together
I know I cut you pretty deep (know I cut you pretty deep)

Maybe I should think before I talk
I get emotional and words come out all wrong
Sometimes I'm more honest than I want
So maybe I should think before
Maybe next time I'll think before
I know that I should think before I speak
'Cause I'm saying things that I don't even mean
Maybe I'm more honest than I want not be
So maybe I should think before
Maybe next time I'll think before I

Say something I might regret
And I might get too far under your skin
I can't lie, I wish we could try it again
Oh I, I wish we could try it again

Maybe I should think before I talk
I get emotional and words come out all wrong
Sometimes I'm more honest than I want
So maybe I should think before
Maybe next time I'll think before
I know that I should think before I speak
'Cause I'm saying things that I don't even mean
Maybe I'm more honest than I want not be
So maybe I should think before
Maybe next time I'll think before I talk

Oh, oh, oh, oh
So maybe I should think before I
Maybe next time I'll think before I talk"
41,Liam Payne;Quavo,Strip That Down,"Huncho
Quavo
Yo yo

You know, I've been taking some time
And I've been keeping to myself (self)
I had my eyes up on the prize
Ain't watching anybody else
But your love, it hit me hard, girl
Yeah, you're bad for my health
I love the cards, that I've been dealt
Do you feel the same as well?

You know, I used to be in 1D (now I'm out, free)
People want me for one thing (that's not me)
I'm not changing, the way, that I (used to be)
I just wanna have fun (and get rowdy)
One Coke and Bacardi (sippin' lightly)
When I walk inside the party (girls on me)
F1 type Ferrari (6 gear speed)
Girl, I love it when your body (grinds on me)
Oh yeah

You know, I love it, when the music's loud
But c'mon, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (swing)
You know, I love it when the music's loud
But c'mon, strip that down for me (yeah, yeah, yeah, yeah)
Oh, strip that down, girl
Love when you hit the ground, girl (yeah, yeah, yeah, yeah)
Oh, strip that down, girl
Love, when you hit the ground

You know, that since the day, I met you
Yeah, you swept me off my feet
You know, that I don't need no money
When your love is beside me
Yeah, you opened up my heart
And then you threw away the key
Girl, now it's just you and me
And you don't care 'bout, where I've been

You know, I used to be in 1D (now I'm out, free)
People want me for one thing (that's not me)
I'm not changing, the way that I (used to be)
I just wanna have fun (and get rowdy) (ooh)
One Coke and Bacardi (sippin' lightly)
When I walk inside the party (girls on me)
F1 type Ferrari (6 gear speed)
Girl, I love it when your body (grinds on me)
Ooh

You know, I love it, when the music's loud
But c'mon, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (yeah)
You know, I love it when the music's loud
But c'mon, strip that down for me (yeah, yeah, yeah, yeah)
Ih, strip that down, girl
Love when you hit the ground, girl (yeah, yeah, yeah, yeah) (strip that down)
Oh, strip that down, girl
Love, when you hit the ground (yeah, yeah, yeah, yeah)
Oh, strip that down, girl
Love when you hit the ground, girl (yeah, yeah, yeah, yeah) (yeah)
Oh, strip that down, girl
Love, when you hit the ground (yeah, yeah, yeah, yeah) (oh Quavo)

She gon' strip it down for a thug, yeah (strip it down)
Word around town, she got the buzz, yeah (word)
Five shots in, she in love now (shots)
I promise, when we pull up, shut the club down (hey)
I took her from her man, don't nobody know (know)
If you brought the CL, better drive slow (slow)
She know how to make me feel with my eyes closed (skrrt skrrt)
Anything goes down with the Huncho (Huncho)

You know, I love it, when the music's loud
But c'mon, strip that down for me
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby
You know, I love it when the music's loud
But c'mon, strip that down for me (yeah, yeah, yeah, yeah)
Yeah, yeah, yeah, yeah, c'mon, strip that down for me
(Yeah, yeah, yeah, yeah) (Ay)
Don't say nothing, girl, strip that down for me (strip it down)
(Yeah, yeah, yeah, yeah)
All I want, girl, if you strip that down for me (strip it down)
(Yeah, yeah, yeah, yeah)
You're the one, girl, c'mon, strip that down for me
(Yeah, yeah, yeah, yeah)"
42,Shawn Hook;Vanessa Hudgens,Reminding Me,-1
43,Future Duper;Hanne Mjøen,Feels So Good (feat. Hanne Mjøen),-1
44,Robin Schulz;Marc Scibilia,Unforgettable,-1
45,David Guetta;Justin Bieber,2U (feat. Justin Bieber),-1
46,Soulé,What Do You Know,-1
47,AronChupa;Little Sis Nora,Llama In My Living Room,-1
48,Broiler;Voli,Undercover,-1
49,Soleima,Paper,-1
50,AlunaGeorge,Turn Up The Love,-1
51,Damzky,Hurt,-1
52,ALMA;French Montana,Phases,-1
53,Khalid,Young Dumb & Broke,"So you're still thinking of me
Just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids

We have so much in common
We argue all the time
You always say I'm wrong
I'm pretty sure I'm right
What's fun about commitment?
When we have our life to live
Yeah, we're just young dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids

Jump and we think - do it all in the name of love
Love
Run into sin, do it all in the name of fun
Fun
Whoa-oa-oa
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids"
54,The Chainsmokers,Paris,"We were staying in Paris
To get away from your parents
And I thought, ""Wow
If I could take this in a shot right now
I don't think that we could work this out""
Out on the terrace
I don't know if it's fair but I thought ""How
Could I let you fall by yourself
While I'm wasted with someone else""

If we go down then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
Out on the terrace
We breathe in the air of this small town
On our own cuttin' class for the thrill of it
Getting drunk on the past we were livin' in

If we go down then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down then we go down together
We'll get away with everything
Let's show them we are better

Let's show them we are
Let's show them we are
Let's show them we are
Let's show them we are
Let's show them we are better
We were staying in Paris
Let's show them we are better
Let's show them we are
Let's show them we are
Let's show them we are
Let's show them we are
Let's show them we are better

If we go down then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down then we go down together
We'll get away with everything
Let's show them we are better

We were staying in Paris (If we go down)
We were staying in Paris (If we go down)
We were staying in Paris (If we go down)
We were staying in Paris (If we go down)
Let's show them we are better
We were staying in Paris

Let's show them we are better
Let's show them we are better
If we go down
Let's show them we are better
If we go down
Let's show them we are better
If we go down
Let's show them we are better
Let's show them we are better"
55,Luke Christopher,Waterfalls,-1
56,Sofi Tukker,Fuck They,"I don't give a fuck about they
I don't give a fuck about they

Oh, they put me up and me down
Tie on me slowly
After that, after they
Nothing is holy
Play the freak, pray for weeks
Smooth out my body
'Cause after all:

Deep down, underworld
Don't disrupt, we got
All these rules that everyone keep making up
Who the fuck is they? I wanna met with them
I wanna be real nice, I wanna be their friend
We gonna get real close, we gonna laugh all night
We gonna have a moment that we say goodbye

I don't give a fuck about they

I don't give a fuck about they
(Who's they?)
Who gives a fuck about they?
(Who's they?)
I don't give a fuck
(They don't even give a fuck)
They don't even give a fuck
(Who's they anyway?)

I don't give a fuck about they
(Who's they?)
Who gives a fuck about they?
(Who's they?)
I don't give a fuck
(They don't even give a fuck)
They don't even give a fuck

Oh my
What a time, what a vibe
And we are hardly, hardly beginning
Oh, this party
We got us, we got they, we got an army
Oh, 'cause we know:

Deep down, underworld
Don't disrupt we got
All these rules that everyone keep making up
Who the fuck is they? I wanna met with them
I wanna be real nice, I wanna be their friend
We gonna get real close
We gonna laugh all night
We gonna have a moment that we say goodbye

I don't give a fuck about they

I don't give a fuck about they
(Who's they?)
Who gives a fuck about they?
(Who's they?)
I don't give a fuck
(They don't even give a fuck)
They don't even give a fuck
(Who's they anyway?)

I don't give a fuck about they
(Who's they?)
Who gives a fuck about they?
(Who's they?)
I don't give a fuck
(They don't even give a fuck)
They don't even give a fuck

I don't give a fuck about they
(Who's they?)
Who gives a fuck about they?
(Who's they?)
I don't give a fuck
(They don't even give a fuck)
They don't even give a fuck
(Who's they anyway?)

I don't give a fuck about they
(Who's they?)
Who gives a fuck about they?
(Who's they?)
I don't give a fuck
(They don't even give a fuck)
They don't even give a fuck

I don't give a fuck about they"
57,SAARA;Jillionaire,All The Love,-1
58,Starrah;Diplo,Zoo,-1
59,Death Team,Weekend,-1
60,Tiggs Da Author,Work It Out,-1
61,Tungevaag & Raaban;Jeffrey James,Cold Blood,-1
62,The Head and the Heart,Shake,"Well the ink in my plan went dry long before your smile
And the pages have always been blink like the trees in the wild
But the wind, yes the wind keeps pushing you and me
Time in time, I know when it's time to leave

If the memories we make, will never been lost, no
And the look on your face, we both knew the cost
But the wind, yes the wind keeps howling

I put in the pictures, you put in the time
You put all those memories so deep inside my mind
Now the wind, yes the wind keeps pushing you and me
And time in time, I know when it's time to leave

And the memories we've made, will never be lost, no
And the look on your face, we both knew the cost
But the wind, yes the wind keeps howling

Even if it was a mistake, I can't forget your face
Even if it was just a day,
You won't forget the one who's making you shake

Kinda lost my way you see
Kinda lost my way you see
Kinda lost my way you see
Kinda lost my way you see
Even if it was a mistake, I can't forget your face
Even if it was just a day,
You won't forget the man who's making you shake
Who's making you shake, you shake
Ah, making you shake
You shake
Ah, making you shake"
63,Half Moon Run,Call Me In The Afternoon,"You can have it if you don't mind some or all the others stay with me
You confuse me with your riddles and your sudden generosity

Call me in the afternoon even by one by one

You can have it when you come by, you can have yourself a one-man way
I saw you when it caught your eye and it's such a petty price to pay

Call me in the afternoon even by one by one

Take one if you need it but you really shouldn't be out this late
Really wanna make you feel home
Take one if you need it but you really shouldn't get this fucked up
Really wanna get it to you

Slide another shot by and wipe your dirty hands on me
Swallow till you go blind and find a little company

Call me in the afternoon even by one by one

After all, when I listen, it could be you, could be anyone that I want"
64,Family and Friends,Amadeus,-1
65,Little May;Sonny Alven,Boardwalks - Sonny Alven Remix,-1
66,Hollow Coves,The Woods,-1
67,Lola Marsh,Wishing Girl,"Hey there, let's get away
I sure need a lazy summer day
But oh dear, we've gotta stay
Finish all that we needed to say

Now darling if you fall
I'll be there to hold you
'Cause I gave you my soul
Long time ago, long time ago

'Cause you, you are my lonely star
And I'm, I'm your wishing girl
'Cause you, you are my lonely star
And I'm, I'm your wishing girl

Now hey you, clear your mind
'Cause happiness is all that I can find
But oh dear, we've gotta stay
Finish all that we needed to say

Now darling if you fall
I'll be there to hold you
'Cause I gave you my soul
Long time ago, long time ago

'Cause you, you are my lonely star
And I'm, I'm your wishing girl
'Cause you, you are my lonely star
And I'm, I'm your wishing girl
'Cause you, you are my lonely star
And I'm, I'm your wishing girl"
68,The Brevet,Moving Mountains,-1
69,Birdtalker,Heavy,-1
